,Title,Topic,Date,File Link,download_loc
711,"Correspondence from Alex Chisholm Chief Operating Officer for the Civil Service and Permanent Secretary, Cabinet Office, re The UK border: Post UK – EU transition period, dated 6 December 2021",Inquiry EU Exit: UK Border,Published 14 December 2021,https://committees.parliament.uk/publications/8217/documents/84158/default/,
712,"Correspondence from The Rt Hon Sajid Javid, Secretary of State for Health and Social Care, Department of Health and Social Care, re The rollout of treatments for COVID-19 this winter, dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8215/documents/84156/default/,
713,"Correspondence from Sarah Munby, Permanent Secretary, Department for Business, Energy & Industrial Strategy, re Covid Support Schemes – PAC Fraud and Error Report Recommendations, dated 7 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8214/documents/84154/default/,
714,"Correspondence from Mark Cheeseman, Director of the Government Counter Fraud Function, Cabinet Office, re PAC Fraud and Error, dated 3 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8212/documents/84151/default/,
715,"Correspondence from Southend High School for Boys relating to the Committee's inquiry into the Financial sustainability of schools in England, dated 23 November 2021",Inquiry Financial Sustainability of Schools in England,Published 8 December 2021,https://committees.parliament.uk/publications/8159/documents/83478/default/,
716,"Correspondence to the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 2 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,https://committees.parliament.uk/publications/8121/documents/83302/default/,
717,"Correspondence from NHS Business Services Authority relating to NHS Supply Chain Finance, dated 29 November 2021",Inquiry NHS supply chain finance,Published 6 December 2021,https://committees.parliament.uk/publications/8120/documents/83300/default/,
718,"Correspondence from the Foreign, Commonwealth and Development Office relating to Overseas Superannuation Accounts 2021, dated 30 November 2021",,Published 6 December 2021,https://committees.parliament.uk/publications/8119/documents/83299/default/,
719,"Correspondence from the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 3 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,,
720,Treasury minutes: Government response to the Committee of Public Accounts on the Eighty-Fifth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8391/documents/85457/default/,
721,Treasury minutes: Government response to the Committee of Public Accounts on the Ninety-First Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8389/documents/85456/default/,
722,Treasury minutes: Government response to the Committee of Public Accounts on the One-Hundredth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8388/documents/85454/default/,
723,Treasury minutes: Government response to the Committee of Public Accounts on the Eighth Report of Session 2019–21,,Published 11 January 2022,https://committees.parliament.uk/publications/8385/documents/85452/default/,
724,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8384/documents/85449/default/,
725,Treasury minutes: Government response to the Committee of Public Accounts on the Forty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8383/documents/85447/default/,
726,Treasury minutes: Government response to the Committee of Public Accounts on the Seventy-Second Report of Session 2017-19,,Published 10 January 2022,https://committees.parliament.uk/publications/8380/documents/85427/default/,
727,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 10 January 2022,https://committees.parliament.uk/publications/8379/documents/85425/default/,
728,"Correspondence from Rt Hon Amanda Milling, Minister for Asia at the Foreign, Foreign, Commonwealth and Development Office, re Notification of a Contingent Liability (India Green Guarantee), dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8223/documents/84166/default/,
729,"Correspondence from Sir Steve Webb, Partner, LCP, re State Pension Correction Exercise, dated 7 December 2021",Inquiry Underpayments of the State Pension,Published 14 December 2021,https://committees.parliament.uk/publications/8221/documents/84164/default/,
730,"Correspondence from Dame Meg Hillier, Chair of the Public Accounts Committee, to Rt. Hon. Nadine Dorries MP, Secretary of State, Department for Digital Culture, Media and Sport, re CMS: CONTINGENT LIABILITY – Film and TV Production Restart Scheme, dated 6 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8219/documents/84162/default/,
731,"Correspondence from Alex Chisholm Chief Operating Officer for the Civil Service and Permanent Secretary, Cabinet Office, re The UK border: Post UK – EU transition period, dated 6 December 2021",Inquiry EU Exit: UK Border,Published 14 December 2021,https://committees.parliament.uk/publications/8217/documents/84158/default/,
732,"Correspondence from The Rt Hon Sajid Javid, Secretary of State for Health and Social Care, Department of Health and Social Care, re The rollout of treatments for COVID-19 this winter, dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8215/documents/84156/default/,
733,"Correspondence from Sarah Munby, Permanent Secretary, Department for Business, Energy & Industrial Strategy, re Covid Support Schemes – PAC Fraud and Error Report Recommendations, dated 7 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8214/documents/84154/default/,
734,"Correspondence from Mark Cheeseman, Director of the Government Counter Fraud Function, Cabinet Office, re PAC Fraud and Error, dated 3 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8212/documents/84151/default/,
735,"Correspondence from Southend High School for Boys relating to the Committee's inquiry into the Financial sustainability of schools in England, dated 23 November 2021",Inquiry Financial Sustainability of Schools in England,Published 8 December 2021,https://committees.parliament.uk/publications/8159/documents/83478/default/,
736,"Correspondence to the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 2 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,https://committees.parliament.uk/publications/8121/documents/83302/default/,
737,"Correspondence from NHS Business Services Authority relating to NHS Supply Chain Finance, dated 29 November 2021",Inquiry NHS supply chain finance,Published 6 December 2021,https://committees.parliament.uk/publications/8120/documents/83300/default/,
738,"Correspondence from the Foreign, Commonwealth and Development Office relating to Overseas Superannuation Accounts 2021, dated 30 November 2021",,Published 6 December 2021,https://committees.parliament.uk/publications/8119/documents/83299/default/,
739,"Correspondence from the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 3 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,,
740,Treasury minutes: Government response to the Committee of Public Accounts on the Eighty-Fifth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8391/documents/85457/default/,
741,Treasury minutes: Government response to the Committee of Public Accounts on the Ninety-First Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8389/documents/85456/default/,
742,Treasury minutes: Government response to the Committee of Public Accounts on the One-Hundredth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8388/documents/85454/default/,
743,Treasury minutes: Government response to the Committee of Public Accounts on the Eighth Report of Session 2019–21,,Published 11 January 2022,https://committees.parliament.uk/publications/8385/documents/85452/default/,
744,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8384/documents/85449/default/,
745,Treasury minutes: Government response to the Committee of Public Accounts on the Forty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8383/documents/85447/default/,
746,Treasury minutes: Government response to the Committee of Public Accounts on the Seventy-Second Report of Session 2017-19,,Published 10 January 2022,https://committees.parliament.uk/publications/8380/documents/85427/default/,
747,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 10 January 2022,https://committees.parliament.uk/publications/8379/documents/85425/default/,
748,"Correspondence from Rt Hon Amanda Milling, Minister for Asia at the Foreign, Foreign, Commonwealth and Development Office, re Notification of a Contingent Liability (India Green Guarantee), dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8223/documents/84166/default/,
749,"Correspondence from Sir Steve Webb, Partner, LCP, re State Pension Correction Exercise, dated 7 December 2021",Inquiry Underpayments of the State Pension,Published 14 December 2021,https://committees.parliament.uk/publications/8221/documents/84164/default/,
750,"Correspondence from Dame Meg Hillier, Chair of the Public Accounts Committee, to Rt. Hon. Nadine Dorries MP, Secretary of State, Department for Digital Culture, Media and Sport, re CMS: CONTINGENT LIABILITY – Film and TV Production Restart Scheme, dated 6 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8219/documents/84162/default/,
751,"Correspondence from Alex Chisholm Chief Operating Officer for the Civil Service and Permanent Secretary, Cabinet Office, re The UK border: Post UK – EU transition period, dated 6 December 2021",Inquiry EU Exit: UK Border,Published 14 December 2021,https://committees.parliament.uk/publications/8217/documents/84158/default/,
752,"Correspondence from The Rt Hon Sajid Javid, Secretary of State for Health and Social Care, Department of Health and Social Care, re The rollout of treatments for COVID-19 this winter, dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8215/documents/84156/default/,
753,"Correspondence from Sarah Munby, Permanent Secretary, Department for Business, Energy & Industrial Strategy, re Covid Support Schemes – PAC Fraud and Error Report Recommendations, dated 7 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8214/documents/84154/default/,
754,"Correspondence from Mark Cheeseman, Director of the Government Counter Fraud Function, Cabinet Office, re PAC Fraud and Error, dated 3 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8212/documents/84151/default/,
755,"Correspondence from Southend High School for Boys relating to the Committee's inquiry into the Financial sustainability of schools in England, dated 23 November 2021",Inquiry Financial Sustainability of Schools in England,Published 8 December 2021,https://committees.parliament.uk/publications/8159/documents/83478/default/,
756,"Correspondence to the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 2 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,https://committees.parliament.uk/publications/8121/documents/83302/default/,
757,"Correspondence from NHS Business Services Authority relating to NHS Supply Chain Finance, dated 29 November 2021",Inquiry NHS supply chain finance,Published 6 December 2021,https://committees.parliament.uk/publications/8120/documents/83300/default/,
758,"Correspondence from the Foreign, Commonwealth and Development Office relating to Overseas Superannuation Accounts 2021, dated 30 November 2021",,Published 6 December 2021,https://committees.parliament.uk/publications/8119/documents/83299/default/,
759,"Correspondence from the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 3 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,,
760,Treasury minutes: Government response to the Committee of Public Accounts on the Eighty-Fifth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8391/documents/85457/default/,
761,Treasury minutes: Government response to the Committee of Public Accounts on the Ninety-First Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8389/documents/85456/default/,
762,Treasury minutes: Government response to the Committee of Public Accounts on the One-Hundredth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8388/documents/85454/default/,
763,Treasury minutes: Government response to the Committee of Public Accounts on the Eighth Report of Session 2019–21,,Published 11 January 2022,https://committees.parliament.uk/publications/8385/documents/85452/default/,
764,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8384/documents/85449/default/,
765,Treasury minutes: Government response to the Committee of Public Accounts on the Forty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8383/documents/85447/default/,
766,Treasury minutes: Government response to the Committee of Public Accounts on the Seventy-Second Report of Session 2017-19,,Published 10 January 2022,https://committees.parliament.uk/publications/8380/documents/85427/default/,
767,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 10 January 2022,https://committees.parliament.uk/publications/8379/documents/85425/default/,
768,"Correspondence from Rt Hon Amanda Milling, Minister for Asia at the Foreign, Foreign, Commonwealth and Development Office, re Notification of a Contingent Liability (India Green Guarantee), dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8223/documents/84166/default/,
769,"Correspondence from Sir Steve Webb, Partner, LCP, re State Pension Correction Exercise, dated 7 December 2021",Inquiry Underpayments of the State Pension,Published 14 December 2021,https://committees.parliament.uk/publications/8221/documents/84164/default/,
770,"Correspondence from Dame Meg Hillier, Chair of the Public Accounts Committee, to Rt. Hon. Nadine Dorries MP, Secretary of State, Department for Digital Culture, Media and Sport, re CMS: CONTINGENT LIABILITY – Film and TV Production Restart Scheme, dated 6 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8219/documents/84162/default/,
771,"Correspondence from Alex Chisholm Chief Operating Officer for the Civil Service and Permanent Secretary, Cabinet Office, re The UK border: Post UK – EU transition period, dated 6 December 2021",Inquiry EU Exit: UK Border,Published 14 December 2021,https://committees.parliament.uk/publications/8217/documents/84158/default/,
772,"Correspondence from The Rt Hon Sajid Javid, Secretary of State for Health and Social Care, Department of Health and Social Care, re The rollout of treatments for COVID-19 this winter, dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8215/documents/84156/default/,
773,"Correspondence from Sarah Munby, Permanent Secretary, Department for Business, Energy & Industrial Strategy, re Covid Support Schemes – PAC Fraud and Error Report Recommendations, dated 7 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8214/documents/84154/default/,
774,"Correspondence from Mark Cheeseman, Director of the Government Counter Fraud Function, Cabinet Office, re PAC Fraud and Error, dated 3 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8212/documents/84151/default/,
775,"Correspondence from Southend High School for Boys relating to the Committee's inquiry into the Financial sustainability of schools in England, dated 23 November 2021",Inquiry Financial Sustainability of Schools in England,Published 8 December 2021,https://committees.parliament.uk/publications/8159/documents/83478/default/,
776,"Correspondence to the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 2 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,https://committees.parliament.uk/publications/8121/documents/83302/default/,
777,"Correspondence from NHS Business Services Authority relating to NHS Supply Chain Finance, dated 29 November 2021",Inquiry NHS supply chain finance,Published 6 December 2021,https://committees.parliament.uk/publications/8120/documents/83300/default/,
778,"Correspondence from the Foreign, Commonwealth and Development Office relating to Overseas Superannuation Accounts 2021, dated 30 November 2021",,Published 6 December 2021,https://committees.parliament.uk/publications/8119/documents/83299/default/,
779,"Correspondence from the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 3 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,,
780,Treasury minutes: Government response to the Committee of Public Accounts on the Eighty-Fifth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8391/documents/85457/default/,
781,Treasury minutes: Government response to the Committee of Public Accounts on the Ninety-First Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8389/documents/85456/default/,
782,Treasury minutes: Government response to the Committee of Public Accounts on the One-Hundredth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8388/documents/85454/default/,
783,Treasury minutes: Government response to the Committee of Public Accounts on the Eighth Report of Session 2019–21,,Published 11 January 2022,https://committees.parliament.uk/publications/8385/documents/85452/default/,
784,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8384/documents/85449/default/,
785,Treasury minutes: Government response to the Committee of Public Accounts on the Forty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8383/documents/85447/default/,
786,Treasury minutes: Government response to the Committee of Public Accounts on the Seventy-Second Report of Session 2017-19,,Published 10 January 2022,https://committees.parliament.uk/publications/8380/documents/85427/default/,
787,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 10 January 2022,https://committees.parliament.uk/publications/8379/documents/85425/default/,
788,"Correspondence from Rt Hon Amanda Milling, Minister for Asia at the Foreign, Foreign, Commonwealth and Development Office, re Notification of a Contingent Liability (India Green Guarantee), dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8223/documents/84166/default/,
789,"Correspondence from Sir Steve Webb, Partner, LCP, re State Pension Correction Exercise, dated 7 December 2021",Inquiry Underpayments of the State Pension,Published 14 December 2021,https://committees.parliament.uk/publications/8221/documents/84164/default/,
790,"Correspondence from Dame Meg Hillier, Chair of the Public Accounts Committee, to Rt. Hon. Nadine Dorries MP, Secretary of State, Department for Digital Culture, Media and Sport, re CMS: CONTINGENT LIABILITY – Film and TV Production Restart Scheme, dated 6 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8219/documents/84162/default/,
791,"Correspondence from Alex Chisholm Chief Operating Officer for the Civil Service and Permanent Secretary, Cabinet Office, re The UK border: Post UK – EU transition period, dated 6 December 2021",Inquiry EU Exit: UK Border,Published 14 December 2021,https://committees.parliament.uk/publications/8217/documents/84158/default/,
792,"Correspondence from The Rt Hon Sajid Javid, Secretary of State for Health and Social Care, Department of Health and Social Care, re The rollout of treatments for COVID-19 this winter, dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8215/documents/84156/default/,
793,"Correspondence from Sarah Munby, Permanent Secretary, Department for Business, Energy & Industrial Strategy, re Covid Support Schemes – PAC Fraud and Error Report Recommendations, dated 7 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8214/documents/84154/default/,
794,"Correspondence from Mark Cheeseman, Director of the Government Counter Fraud Function, Cabinet Office, re PAC Fraud and Error, dated 3 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8212/documents/84151/default/,
795,"Correspondence from Southend High School for Boys relating to the Committee's inquiry into the Financial sustainability of schools in England, dated 23 November 2021",Inquiry Financial Sustainability of Schools in England,Published 8 December 2021,https://committees.parliament.uk/publications/8159/documents/83478/default/,
796,"Correspondence to the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 2 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,https://committees.parliament.uk/publications/8121/documents/83302/default/,
797,"Correspondence from NHS Business Services Authority relating to NHS Supply Chain Finance, dated 29 November 2021",Inquiry NHS supply chain finance,Published 6 December 2021,https://committees.parliament.uk/publications/8120/documents/83300/default/,
798,"Correspondence from the Foreign, Commonwealth and Development Office relating to Overseas Superannuation Accounts 2021, dated 30 November 2021",,Published 6 December 2021,https://committees.parliament.uk/publications/8119/documents/83299/default/,
799,"Correspondence from the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 3 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,,
800,Treasury minutes: Government response to the Committee of Public Accounts on the Eighty-Fifth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8391/documents/85457/default/,
801,Treasury minutes: Government response to the Committee of Public Accounts on the Ninety-First Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8389/documents/85456/default/,
802,Treasury minutes: Government response to the Committee of Public Accounts on the One-Hundredth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8388/documents/85454/default/,
803,Treasury minutes: Government response to the Committee of Public Accounts on the Eighth Report of Session 2019–21,,Published 11 January 2022,https://committees.parliament.uk/publications/8385/documents/85452/default/,
804,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8384/documents/85449/default/,
805,Treasury minutes: Government response to the Committee of Public Accounts on the Forty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8383/documents/85447/default/,
806,Treasury minutes: Government response to the Committee of Public Accounts on the Seventy-Second Report of Session 2017-19,,Published 10 January 2022,https://committees.parliament.uk/publications/8380/documents/85427/default/,
807,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 10 January 2022,https://committees.parliament.uk/publications/8379/documents/85425/default/,
808,"Correspondence from Rt Hon Amanda Milling, Minister for Asia at the Foreign, Foreign, Commonwealth and Development Office, re Notification of a Contingent Liability (India Green Guarantee), dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8223/documents/84166/default/,
809,"Correspondence from Sir Steve Webb, Partner, LCP, re State Pension Correction Exercise, dated 7 December 2021",Inquiry Underpayments of the State Pension,Published 14 December 2021,https://committees.parliament.uk/publications/8221/documents/84164/default/,
810,"Correspondence from Dame Meg Hillier, Chair of the Public Accounts Committee, to Rt. Hon. Nadine Dorries MP, Secretary of State, Department for Digital Culture, Media and Sport, re CMS: CONTINGENT LIABILITY – Film and TV Production Restart Scheme, dated 6 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8219/documents/84162/default/,
811,"Correspondence from Alex Chisholm Chief Operating Officer for the Civil Service and Permanent Secretary, Cabinet Office, re The UK border: Post UK – EU transition period, dated 6 December 2021",Inquiry EU Exit: UK Border,Published 14 December 2021,https://committees.parliament.uk/publications/8217/documents/84158/default/,
812,"Correspondence from The Rt Hon Sajid Javid, Secretary of State for Health and Social Care, Department of Health and Social Care, re The rollout of treatments for COVID-19 this winter, dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8215/documents/84156/default/,
813,"Correspondence from Sarah Munby, Permanent Secretary, Department for Business, Energy & Industrial Strategy, re Covid Support Schemes – PAC Fraud and Error Report Recommendations, dated 7 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8214/documents/84154/default/,
814,"Correspondence from Mark Cheeseman, Director of the Government Counter Fraud Function, Cabinet Office, re PAC Fraud and Error, dated 3 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8212/documents/84151/default/,
815,"Correspondence from Southend High School for Boys relating to the Committee's inquiry into the Financial sustainability of schools in England, dated 23 November 2021",Inquiry Financial Sustainability of Schools in England,Published 8 December 2021,https://committees.parliament.uk/publications/8159/documents/83478/default/,
816,"Correspondence to the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 2 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,https://committees.parliament.uk/publications/8121/documents/83302/default/,
817,"Correspondence from NHS Business Services Authority relating to NHS Supply Chain Finance, dated 29 November 2021",Inquiry NHS supply chain finance,Published 6 December 2021,https://committees.parliament.uk/publications/8120/documents/83300/default/,
818,"Correspondence from the Foreign, Commonwealth and Development Office relating to Overseas Superannuation Accounts 2021, dated 30 November 2021",,Published 6 December 2021,https://committees.parliament.uk/publications/8119/documents/83299/default/,
819,"Correspondence from the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 3 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,,
820,Treasury minutes: Government response to the Committee of Public Accounts on the Eighty-Fifth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8391/documents/85457/default/,
821,Treasury minutes: Government response to the Committee of Public Accounts on the Ninety-First Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8389/documents/85456/default/,
822,Treasury minutes: Government response to the Committee of Public Accounts on the One-Hundredth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8388/documents/85454/default/,
823,Treasury minutes: Government response to the Committee of Public Accounts on the Eighth Report of Session 2019–21,,Published 11 January 2022,https://committees.parliament.uk/publications/8385/documents/85452/default/,
824,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8384/documents/85449/default/,
825,Treasury minutes: Government response to the Committee of Public Accounts on the Forty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8383/documents/85447/default/,
826,Treasury minutes: Government response to the Committee of Public Accounts on the Seventy-Second Report of Session 2017-19,,Published 10 January 2022,https://committees.parliament.uk/publications/8380/documents/85427/default/,
827,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 10 January 2022,https://committees.parliament.uk/publications/8379/documents/85425/default/,
828,"Correspondence from Rt Hon Amanda Milling, Minister for Asia at the Foreign, Foreign, Commonwealth and Development Office, re Notification of a Contingent Liability (India Green Guarantee), dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8223/documents/84166/default/,
829,"Correspondence from Sir Steve Webb, Partner, LCP, re State Pension Correction Exercise, dated 7 December 2021",Inquiry Underpayments of the State Pension,Published 14 December 2021,https://committees.parliament.uk/publications/8221/documents/84164/default/,
830,"Correspondence from Dame Meg Hillier, Chair of the Public Accounts Committee, to Rt. Hon. Nadine Dorries MP, Secretary of State, Department for Digital Culture, Media and Sport, re CMS: CONTINGENT LIABILITY – Film and TV Production Restart Scheme, dated 6 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8219/documents/84162/default/,
831,"Correspondence from Alex Chisholm Chief Operating Officer for the Civil Service and Permanent Secretary, Cabinet Office, re The UK border: Post UK – EU transition period, dated 6 December 2021",Inquiry EU Exit: UK Border,Published 14 December 2021,https://committees.parliament.uk/publications/8217/documents/84158/default/,
832,"Correspondence from The Rt Hon Sajid Javid, Secretary of State for Health and Social Care, Department of Health and Social Care, re The rollout of treatments for COVID-19 this winter, dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8215/documents/84156/default/,
833,"Correspondence from Sarah Munby, Permanent Secretary, Department for Business, Energy & Industrial Strategy, re Covid Support Schemes – PAC Fraud and Error Report Recommendations, dated 7 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8214/documents/84154/default/,
834,"Correspondence from Mark Cheeseman, Director of the Government Counter Fraud Function, Cabinet Office, re PAC Fraud and Error, dated 3 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8212/documents/84151/default/,
835,"Correspondence from Southend High School for Boys relating to the Committee's inquiry into the Financial sustainability of schools in England, dated 23 November 2021",Inquiry Financial Sustainability of Schools in England,Published 8 December 2021,https://committees.parliament.uk/publications/8159/documents/83478/default/,
836,"Correspondence to the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 2 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,https://committees.parliament.uk/publications/8121/documents/83302/default/,
837,"Correspondence from NHS Business Services Authority relating to NHS Supply Chain Finance, dated 29 November 2021",Inquiry NHS supply chain finance,Published 6 December 2021,https://committees.parliament.uk/publications/8120/documents/83300/default/,
838,"Correspondence from the Foreign, Commonwealth and Development Office relating to Overseas Superannuation Accounts 2021, dated 30 November 2021",,Published 6 December 2021,https://committees.parliament.uk/publications/8119/documents/83299/default/,
839,"Correspondence from the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 3 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,,
840,Treasury minutes: Government response to the Committee of Public Accounts on the Eighty-Fifth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8391/documents/85457/default/,
841,Treasury minutes: Government response to the Committee of Public Accounts on the Ninety-First Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8389/documents/85456/default/,
842,Treasury minutes: Government response to the Committee of Public Accounts on the One-Hundredth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8388/documents/85454/default/,
843,Treasury minutes: Government response to the Committee of Public Accounts on the Eighth Report of Session 2019–21,,Published 11 January 2022,https://committees.parliament.uk/publications/8385/documents/85452/default/,
844,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8384/documents/85449/default/,
845,Treasury minutes: Government response to the Committee of Public Accounts on the Forty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8383/documents/85447/default/,
846,Treasury minutes: Government response to the Committee of Public Accounts on the Seventy-Second Report of Session 2017-19,,Published 10 January 2022,https://committees.parliament.uk/publications/8380/documents/85427/default/,
